,acc_cyt,domains,Mycofactocin_RRE,mycofact_rSAM,mycofactocin,actino_HemFlav,mycofact_creat,mycofact_glyco,SDR_subfam_1,SDR_subfam_2,Pyr_redox_2,mycofact_OYE_2,mycofact_OYE_1,Reductase_C,Rv0697,GerE,Response_reg,TetR_N,ETF_alpha,HisKA_3,DNA_alkylation,ETF,Fe-ADH,GG-red-SF,AAA_5,mycofact_TetR,HTH_AsnC-type
WP_146808871.1,zzzz596,"['tartro_sem_red', 'Hfq', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_2', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'flavo_MJ0208', 'mft_etfB', 'mycofact_glyco']",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_179558618.1,zzzz609,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'Mg_chelatase', 'VWA_2', 'actino_HemFlav']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_123272406.1,zzzz615,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'trehalose_treC', 'SBP_bac_1', 'SBP_bac_8', 'chitin_NgcE', 'TAT_signal', 'PhnU2']",1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_221585484.1,zzzz617,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', '2A0106']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_121807044.1,zzzz620,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF4031', 'CutC', 'his_ut_repres', 'HTH_41', 'COXG', 'Polyketide_cyc2', 'CGP_CTERM']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_107705866.1,zzzz662,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'GAF', 'Aldedh', 'DUF779', 'GerE']",1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_066275072.1,zzzz681,"['Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_creat']",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_164426233.1,zzzz782,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'araD', 'Arabinose_Isome', 'Arabinose_Iso_C', 'L-ribulokinase', 'BPD_transp_2', 'xylG', 'Peripla_BP_4']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_139094921.1,zzzz812,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_2', 'aprB', 'Fer4', 'zf-C2H2_11', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_060945715.1,zzzz823,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Ac_CoA_lig_AcsA', 'adh_short', 'adk']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_108343517.1,zzzz856,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Trans_reg_C', '4hydroxCoAred', 'CO_dehy_Mo_lg', 'FAD_binding_5', 'CO_deh_flav_C', 'COXG']",1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_207083550.1,zzzz873,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'GAF', 'Aldedh', 'DUF779', 'Ac_CoA_lig_AcsA', 'adk']",1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_188838759.1,zzzz875,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'LD_lanti_pre', 'Fe-ADH']",1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_157342908.1,zzzzz35,"['PfkB', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'SDR_subfam_1', 'mycofact_glyco', 'npdG', 'ECH_1']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_041996781.1,zzzzz48,"['Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'marine_srt_targ', 'CobT_C', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_142007755.1,zzzzz59,"['mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NPR', 'Response_reg', 'GerE']",1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_144590409.1,zzzz110,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_217451605.1,zzzz162,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_219067855.1,zzzz186,"['MHB', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Rxyl_3153']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_211901820.1,zzzz663,"['mycofact_glyco', 'SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_091288610.1,zzzz687,"['Metal_hydrol', 'PA_CoA_Oxy5', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'GMC_oxred_N', 'Fer4_9', 'Fer4', 'RLI', 'mft_etfB', 'mycofact_creat']",1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_145022242.1,zzzz705,"['GG-red-SF', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fe-ADH', 'phoR_proteo', 'sensory_box', 'VWA_CoxE', 'AAA', 'cmk', 'adk', 'Fe-ADH', 'SCM_rSAM_ScmF', 'rSAM_Geo_metal']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
WP_211602294.1,zzzz877,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'LmeA']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_149370563.1,zzzz269,"['HisKA_3', 'GAF_2', 'GAF_3', 'GerE', 'Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'glycerol_kin']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
WP_024454344.1,zzzz285,"['Rubredoxin', 'PHD_4', 'zf-C2H2', 'FA_desaturase', 'actino_HemFlav', 'mycofact_rSAM', 'rSAM_BlsE', 'Mycofactocin_RRE', 'mycofactocin', 'myo_inos_iolC_N', 'eda', 'MR_MLE_C', 'MR_MLE_N', '2A0106', 'tdh', 'Mannitol_dh_C', 'Mannitol_dh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_079924864.1,zzzz325,"['mycofact_rSAM', 'Mycofactocin_RRE', 'NDMA_methanol']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_135126781.1,zzzz366,"['HisKA_3', 'GAF_2', 'Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'TctC', 'TctB', 'TctA']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
WP_134718670.1,zzzz514,"['mycofact_glyco', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_036431726.1,zzzz539,"['Response_reg', 'GerE', 'pro_imino_pep_1', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM']",1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_090355807.1,zzzz548,"['Rubredoxin', 'zf-RanBP', 'zf-C2H2', 'Rubredoxin_2', 'UPF0547', 'FA_desaturase', 'actino_HemFlav', 'mycofact_rSAM', 'rSAM_BlsE', 'Mycofactocin_RRE', 'mycofactocin', 'phoR_proteo', 'PhoB']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_204264042.1,zzzz582,"['efflux_EmrB', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'am_tr_V_VC1184', 'FAD_binding_3']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_127948111.1,zzzz600,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'glut_race']",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_228499093.1,zzzz634,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_C_24', 'DUF6326', 'LMWPc', 'acr3']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_014805739.1,zzzz653,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'actino_HemFlav']",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_153414524.1,zzzz100,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DAPG_hydrolase', 'mycofact_TetR', 'DAP_DH_C', 'dapB']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_039741528.1,zzzz105,"['GG-red-SF', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'YoeB_toxin', 'PhdYeFM_antitox', 'EamA', 'phoR_proteo', 'sensory_box', 'DivIC']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_040096881.1,zzzz133,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NAD_binding_10', 'HpnA', 'PhoB', 'phoR_proteo', 'cztS_silS_copS']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_114737653.1,zzzz210,"['HisKA_3', 'DUF2604', 'Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
WP_148134159.1,zzzz299,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mft_etfB', 'Fer4_6', 'GG-red-SF', 'COQ6', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_2', 'mycofactocin', 'Rxyl_3153']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_020676751.1,zzzz386,"['GG-red-SF', 'ETF_alpha', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'phoR_proteo', 'sensory_box', 'Pyr_redox_3', 'NAD_binding_8', 'sms', 'Redoxin']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_210742626.1,zzzz589,"['Mycofactocin_RRE', 'Cupin_6', 'HTH_18', 'DUF664']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_027716010.1,zzzz638,"['GG-red-SF', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PEP_his_kin', 'PAS_4', 'HisKA', 'DivIC', 'VWA_CoxE', 'AAA', '26Sp45', 'adk', 'Fe-ADH', 'ntrC']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
WP_025321420.1,zzzz857,"['SDR_subfam_1', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_2', 'Fer4', 'ETF', 'mycofact_glyco', 'TIGR00268']",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_040493779.1,zzzz876,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'G3P_acyltransf', 'adh_short_C2', 'AMP-binding', 'AMP-binding_C']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221331729.1,zzzzz11,"['mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fer4_19', 'P450_cycloAA_1', 'SoxH_rel_PQQ_2', 'P450_rel_GT_act']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_015759610.1,zzzz496,"['NDMA_methanol', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mft_etfB', 'Fer4_9', 'GG-red-SF', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_2', 'mycofactocin', 'Big_5', 'DUF2680', 'DUF5666']",1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_011940374.1,zzzz805,"['GG-red-SF', 'ETF_alpha', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'HD', 'sCache_3_2', 'hemeryth_dom', 'HD', 'Phn-HD', 'phoR_proteo', 'sensory_box', 'DivIC', 'VWA_CoxE']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_214171903.1,zzzz825,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Se_ygfK', 'FrhG', 'ETF', 'mycofact_glyco', 'AFOR_C', 'AFOR_N']",1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_041974114.1,zzzzz13,"['GG-red-SF', 'Se_ygfK', 'ETF_alpha', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'phoR_proteo', 'Response_reg', 'Fe-ADH', 'Paired_CXXCH_1', 'Isochorismatase', 'sCache_3_3', 'sCache_3_2', 'HAMP']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
WP_225926261.1,zzzz480,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_160703318.1,zzzz460,"['caca2', 'LysR_substrate', 'HTH_5', 'Mycofactocin_RRE', 'Rxyl_3153']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_225962845.1,zzzz613,"['Aldedh', 'crcB', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_202555599.1,zzzz880,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MLTR_LBD', 'HTH_3', 'MmgE_PrpD_C', 'MmgE_PrpD', 'TIGR00147']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_226903466.1,zzzz894,"['Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'actino_HemFlav']",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_224966059.1,zzzz632,"['rluA_subfam', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'FAD_binding_2', 'Trp_halogenase', 'Fer4_2', 'Fer4', 'zf-C2H2_11', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_182691367.1,zzzz665,"['ABC2_membrane', 'drrC', 'mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_210769797.1,zzzz517,"['greA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'ANTAR', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_072479052.1,zzzz561,"['PEP_resp_reg', 'ntrC', 'HTH_30', 'Sigma54_activ_2', 'HTH_50', 'Rxyl_3153', 'Mycofactocin_RRE', 'LysR_substrate', 'HTH_5', 'caca2', 'AraC_binding_2', 'HTH_AraC', 'MoaF_C', 'MoaF']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067506368.1,zzzz635,"['mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_163513790.1,zzzz889,"['FAD_binding_3', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c', 'Fe-ADH', 'Peptidase_S58']",1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_221468152.1,zzzz664,"['TENA_THI-4', 'Usp', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Fer4_9', 'Fer4', 'RLI', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_222174220.1,zzzzz33,"['am_tr_V_VC1184', 'mycofactocin', 'Mycofactocin_RRE', 'SDR_subfam_1', 'efflux_Bcr_CflA', 'SnoaL', 'mycofact_creat', 'Isochorismatase', 'PqqA']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_208416772.1,zzzz215,"['greA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_211174035.1,zzzz213,"['betA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'Phosphodiest', 'mycofact_glyco', '4hydroxCoAred', 'CO_dehy_Mo_lg']",1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_220187936.1,zzzz161,"['mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_119595291.1,zzzz420,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_194624246.1,zzzz338,"['Mycofactocin_RRE', 'mycofact_rSAM']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_214290027.1,zzzz141,"['mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_119595456.1,zzzz167,"['mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_182609472.1,zzzz169,"['mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_014467569.1,zzzz740,"['Mycofactocin_RRE', 'mycofactocin', 'cyc_hxne_CoA_dh', 'tdh', 'Cyclase']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
