,prot_1,prot_2,counts
5702,INV_N,Mycofactocin_RRE,3
5703,INV_N,mycofact_glyco,3
5704,INV_N,mycofactocin,3
5705,SDR_subfam_2,RuvB_N,3
5706,mycofact_rSAM,DUF6415,3
5707,mycofactocin,DUF6415,3
5708,Oxidored_q2,2a6301s01,3
5709,mft_etfB,TOBE_2,3
5710,Fe_dep_repress,MarR,3
5711,actino_HemFlav,Oxidored_q2,3
5712,CSD,mycofactocin,3
5713,mycofact_OYE_1,HTH_24,3
5714,Fe_dep_repress,actino_HemFlav,3
5715,mycofact_OYE_2,HTH_24,3
5716,2a6301s01,Proton_antipo_M,3
5717,Mycofactocin_RRE,Oxidored_q2,3
5718,INV_N,Pyr_redox_2,3
5719,INV_N,PA_CoA_Oxy5,3
5720,INV_N,CoA_transf_3,3
5721,Pyr_redox_2,cyc_hxne_CoA_dh,3
5722,INV_N,mycofact_TetR,3
5723,INV_N,mycofact_creat,3
5724,cyc_hxne_CoA_dh,GMC_mycofac_2,3
5725,INV_N,mycofact_rSAM,3
5726,INV_N,SDR_subfam_1,3
5727,INV_N,actino_HemFlav,3
5728,adh_short,Fer4_2,3
5729,ABM,mycofact_TetR,3
5730,Mycofactocin_RRE,DUF6415,3
5731,Cob-chelat-sub,marine_srt_targ,3
5732,AAA_30,UPF0225,3
5733,NAD_binding_8,TetR_C_1,3
5734,drrA,UPF0225,3
5735,AAA_30,DUF1707,3
5736,AAA_5,DUF1707,3
5737,HisKA_3,MFS_1,3
5738,LysR_substrate,adh_short_C2,3
5739,alpha_am_amid,Reductase_C,3
5740,Cob-chelat-sub,Rv0697,3
5741,cyc_hxne_CoA_dh,adh_short_C2,3
5742,SDR_subfam_1,PIN,3
5743,HTH_1,adh_short_C2,3
5744,AraC_binding_2,HTH_18,3
5745,Cob-chelat-sub,MCM,3
5746,FAD_binding_4,mycofact_TetR,3
5747,actino_HemFlav,PIN,3
5748,catechol_dmpE,Mycofactocin_RRE,3
5749,mycofact_TetR,PIN,3
5750,Fer4_15,mycofact_TetR,3
5751,FAD_binding_4,mycofact_rSAM,3
5752,catechol_dmpE,mycofact_creat,3
5753,CSD,mycofact_rSAM,3
5754,SDR_subfam_2,HTH_5,3
5755,catechol_dmpE,mycofact_TetR,3
5756,MCM,FAD_binding_3,3
5757,AAA_30,SEC-C,3
5758,TetR_C_1,UPF0225,3
5759,drrB,UPF0225,3
5760,HTH_31,MLTR_LBD,3
5761,AAA_16,Fer4_2,3
5762,Aldedh,Fer4,3
5763,mycofact_glyco,Mg_chelatase,3
5764,HTH_1,SDR_subfam_1,3
5765,Pyr_redox_2,TetR_C_14,3
5766,AA-adenyl-dom,Reductase_C,3
5767,MbtH,ligase_PEP_1,3
5768,mycofact_OYE_1,Mg_chelatase,3
5769,PP-binding,Reductase_C,3
5770,GAF,Reductase_C,3
5771,Condensation,Reductase_C,3
5772,MCM,AAA_30,3
5773,MCM,DUF1707,3
5774,MCM,SEC-C,3
5775,MCM,UPF0225,3
5776,AAA_30,FAD_binding_3,3
5777,AAA_30,Pyrid_ox_like,3
5778,Rxyl_3153,NAD_binding_8,3
5779,MCM,Pyrid_ox_like,3
5780,MCM,Peripla_BP_2,3
5781,GG-red-SF,TOBE_2,3
5782,ABC2_membrane,mycofact_creat,3
5783,SDR_subfam_2,DUF6415,3
5784,mycofact_glyco,Oxidored_q2,3
5785,mycofact_rSAM,NB-ARC,3
5786,TetR_C_33,Reductase_C,3
5787,Ubi-OHases,mycofact_TetR,3
5788,TetR_N,UPF0225,3
5789,FAD_binding_3,VWA_CoxE,3
5790,AAA_5,thia_cytX,3
5791,VWA_CoxE,thia_cytX,3
5792,bchO_mg_che_rel,mycofact_glyco,3
5793,SnoaL_2,DNA_alkylation,3
5794,SnoaL_2,Reductase_C,3
5795,TetR_C_33,Pyr_redox_2,3
5796,NDMA_methanol,thia_cytX,3
5797,AHSA1,DNA_alkylation,3
5798,mycofact_OYE_1,HTH_Crp_2,3
5799,AHSA1,drrA,3
5800,mycofact_OYE_2,HTH_IclR,3
5801,mycofact_OYE_2,MerR,3
5802,quinone_pig3,AHSA1,3
5803,HTH_IclR,DNA_alkylation,3
5804,AHSA1,HTH_23,3
5805,SDR_subfam_1,HTH_IclR,3
5806,mycofact_OYE_2,HTH_Crp_2,3
5807,mycofact_OYE_1,HTH_IclR,3
5808,GAF_2,TetR_C_1,3
5809,HTH_23,MarR_2,3
5810,HicB,mycofact_rSAM,3
5811,VWA_CoxE,EAL,3
5812,HAD-SF-IB-hyp1,mycofact_TetR,3
5813,Fe-ADH,DUF222,3
5814,bchO_mg_che_rel,mycofactocin,3
5815,SDR_subfam_1,TetR_C_29,3
5816,SDR_subfam_1,AraC_binding_2,3
5817,TetR_C_29,mycofact_TetR,3
5818,TetR_C_29,mycofact_creat,3
5819,VWA_CoxE,DUF222,3
5820,Ubi-OHases,Mycofactocin_RRE,3
5821,Response_reg,DUF222,3
5822,Transp_cyt_pur,mycofact_glyco,3
5823,SDR_subfam_1,EAL,3
5824,Ubi-OHases,mycofactocin,3
5825,AAA_16,mycofact_OYE_1,3
5826,AAA_16,mycofact_OYE_2,3
5827,TetR_N,TetR_C_29,3
5828,FAD_binding_3,VWA_2,3
5829,actino_HemFlav,TetR_C_29,3
5830,AAA_16,GAF_2,3
5831,VWA_2,VWA_CoxE,3
5832,HisKA_3,DUF222,3
5833,TetR_C_29,mycofactocin,3
5834,Methyltransf_23,DUF222,3
5835,GAF_2,mycofact_OYE_2,3
5836,mycofact_TetR,Trans_reg_C,3
5837,TetR_C_29,mycofact_rSAM,3
5838,mycofact_OYE_1,MerR,3
5839,nickel_nikC,mycofact_OYE_2,3
5840,Abhydrolase_3,mycofact_creat,3
5841,tartro_sem_red,mycofact_glyco,3
5842,Peptidase_M14,mycofact_TetR,3
5843,mycofact_glyco,Sortase,3
5844,TrkA_C,mycofact_creat,3
5845,Phage_holin_3_6,SDR_subfam_1,3
5846,PGDH,TetR_C_11,3
5847,TrkA_C,Mycofactocin_RRE,3
5848,TrkA_C,mycofact_rSAM,3
5849,Fe_dep_repress,mycofact_glyco,3
5850,ETF_alpha,TOBE_2,3
5851,Acetyltransf_6,4hydroxCoAred,3
5852,HHH_6,TOBE_2,3
5853,DUF418,mycofact_glyco,3
5854,D-ala-DACP-lig,Thioesterase,3
5855,HTH_IclR,Phosphodiest,3
5856,Fe_dep_repress,mycofact_creat,3
5857,HTH_IclR,betA,3
5858,DUF418,Phosphodiest,3
5859,Acetyltransf_6,mycofact_glyco,3
5860,ETF,TOBE_2,3
5861,DUF418,CO_dehy_Mo_lg,3
5862,DUF418,4hydroxCoAred,3
5863,mycofact_rSAM,Oxidored_q2,3
5864,mycofactocin,Oxidored_q2,3
5865,HTH_IclR,MarR,3
5866,Phage_holin_3_6,mycofact_creat,3
5867,GAF_2,SPW,3
5868,Phage_holin_3_6,SHOCT,3
5869,Phage_holin_3_6,mycofact_glyco,3
5870,SDR_subfam_1,HATPase_c_2,3
5871,mycofact_OYE_2,HxlR,3
5872,AGP_acyltrn,Mycofactocin_RRE,3
5873,AGP_acyltrn,mycofact_rSAM,3
5874,MbtH,GAF_2,3
5875,Methyltransf_11,HxlR,3
5876,mycofact_OYE_1,HxlR,3
5877,RutR,MarR,3
5878,HTH_23,Orn_aminotrans,3
5879,GAF_2,glut_race,3
5880,CYP450_TxtE,HTH_23,3
5881,HTH_23,Sigma70_r4,3
5882,SDR_subfam_1,MaoC_dehydratas,3
5883,SIP,SDR_subfam_2,3
5884,RutR,Sigma70_r4,3
5885,FAD_binding_9,SDR_subfam_2,3
5886,Beta-lactamase,AMP-binding,3
5887,CYP450_TxtE,SHOCT,3
5888,MbtH,D-ala-DACP-lig,3
5889,Phage_holin_3_6,mycofact_rSAM,3
5890,Phage_holin_3_6,Reductase_C,3
5891,Phage_holin_3_6,Pyr_redox_2,3
5892,Thioesterase,TetR_C_1,3
5893,DDE_3,mycofactocin,3
5894,HTH_29,GntR,3
5895,mycofact_glyco,DUF3293,3
5896,mycofactocin,GCV_T,3
5897,Rxyl_3153,caca2,3
5898,Rxyl_3153,pyruv_oxi_spxB,3
5899,HNH,PD40,3
5900,GerE,FAD_binding_3,3
5901,HNH,WD40,3
5902,AraC_binding_2,HTH_AraC,3
5903,dhbA_paeA,mycofact_creat,3
5904,LysR_substrate,HTH_5,3
5905,Mycofactocin_RRE,GCV_T,3
5906,DUF1524,Rxyl_3153,3
5907,mycofact_rSAM,GCV_T,3
5908,adh_short,dhbA_paeA,3
5909,Thiolase_N,PA_CoA_Oxy5,3
5910,Reductase_C,TetR_C_31,3
5911,pyruv_oxi_spxB,HTH_5,3
5912,Rxyl_3153,SpoIIE,3
5913,TRX_reduct,mycofact_glyco,3
5914,DUF1524,Mycofactocin_RRE,3
5915,rve_3,mycofact_TetR,3
5916,HTH_30,HTH_5,3
5917,Methyltransf_12,AAA_5,3
5918,Pyr_redox_2,TetR_C_31,3
5919,Pkinase,TetR_N,3
5920,SDR_subfam_1,DUF4131,3
5921,actino_HemFlav,GCV_T,3
5922,mycofact_creat,GCV_T,3
5923,dhbA_paeA,actino_HemFlav,3
5924,PEP_resp_reg,ntrC,3
5925,pyruv_oxi_spxB,SpoIIE,3
5926,Trans_reg_C,4hydroxCoAred,3
5927,DUF1524,PEP_resp_reg,3
5928,HisKA_3,FAD_binding_5,3
5929,Trans_reg_C,FAD_binding_5,3
5930,Trans_reg_C,CO_dehy_Mo_lg,3
5931,pyruv_oxi_spxB,caca2,3
5932,TetR_C_15,mycofact_TetR,3
5933,ntrC,PAS_4,3
5934,DUF1524,HTH_50,3
5935,DUF2332,Sigma70_r4,3
5936,caca2,SpoIIE,3
5937,HTH_5,SpoIIE,3
5938,Rxyl_3153,HTH_5,3
5939,adh_short_C2,pcaR_pcaU,3
5940,HTH_30,ntrC,3
5941,dhbA_paeA,Mycofactocin_RRE,3
5942,dhbA_paeA,mycofact_rSAM,3
5943,Rxyl_3153,TMAO_torS,3
5944,mycofact_glyco,GCV_T,3
5945,dhbA_paeA,mycofact_glyco,3
5946,dhbA_paeA,mycofactocin,3
5947,GAF_2,Pyrid_ox_like,3
5948,actino_HemFlav,Amidase,3
5949,PaaN-DH,mycofact_rSAM,3
5950,HTH_5,caca2,3
5951,DUF4381,Mycofactocin_RRE,3
5952,BioC,Methyltransf_25,3
5953,SDR_subfam_2,Flavin_Reduct,3
5954,mycofact_glyco,Hva1_TUDOR,3
5955,mycofact_rSAM,Chorismate_bind,3
5956,phnR_burk,DUF3293,3
5957,efflux_EmrB,EF-G,3
5958,GGDEF,SDR_subfam_1,3
5959,Meth_synt_2,VWA_2,3
5960,DUF4381,mycofact_rSAM,3
5961,TetR_N,rpsG_bact,3
5962,RelB,efflux_EmrB,3
5963,mycofactocin,Thi4,3
5964,PaaN-DH,Mycofactocin_RRE,3
5965,mycofactocin,Hva1_TUDOR,3
5966,D-hydantoinase,DUF3293,3
5967,betaine_BetI,Reductase_C,3
5968,Mycofactocin_RRE,Chorismate_bind,3
5969,VWA_2,ETF_alpha,3
5970,mycofact_rSAM,Hva1_TUDOR,3
5971,DUF4381,mycofactocin,3
5972,actino_HemFlav,DUF3293,3
5973,mycofact_creat,DUF3293,3
5974,mycofactocin,Chorismate_bind,3
5975,Hva1_TUDOR,DUF3293,3
5976,Ac_CoA_lig_AcsA,BioC,3
5977,Mycofactocin_RRE,DUF3293,3
5978,prpB,DUF3293,3
5979,betA,DUF3293,3
5980,Thiolase_N,adh_short_C2,3
5981,SDR_subfam_1,TPR_2,3
5982,TRX_reduct,mycofact_TetR,3
5983,Methyltransf_23,Methyltransf_12,3
5984,TRX_reduct,Rv0697,3
5985,MaoC_dehydratas,PA_CoA_Oxy5,3
5986,actino_HemFlav,Chorismate_bind,3
5987,MaoC_dehydratas,adh_short_C2,3
5988,TetR_N,tdh,3
5989,mycofact_creat,Chorismate_bind,3
5990,Hva1_TUDOR,Chorismate_bind,3
5991,mycofactocin,DUF3293,3
5992,mycofact_rSAM,DUF3293,3
5993,phnR_burk,Hva1_TUDOR,3
5994,Malic_M,TetR_C_11,3
5995,mycofact_glyco,Chorismate_bind,3
5996,D-hydantoinase,Hva1_TUDOR,3
5997,DUF3293,Chorismate_bind,3
5998,actino_HemFlav,Hva1_TUDOR,3
5999,malic,TetR_C_11,3
6000,mycofact_creat,Hva1_TUDOR,3
6001,Glyoxalase_6,P450_rel_GT_act,3
6002,D-hydantoinase,Chorismate_bind,3
6003,LysR_substrate,caca2,3
6004,DUF1524,HTH_30,3
6005,mycofactocin,NB-ARC,3
6006,4hydroxCoAred,MFS_1,3
6007,Mycofactocin_RRE,4HBT_2,3
6008,aprB,ETF,3
6009,mycofact_creat,TAT_signal_seq,3
6010,actino_HemFlav,TPR_19,3
6011,4hydroxCoAred,efflux_EmrB,3
6012,Rv0697,AAA_16,3
6013,MFS_1,4HBT_2,3
6014,Trans_reg_C,HATPase_c_2,3
6015,AAA_16,TPR_19,3
6016,mycofact_creat,AAA_22,3
6017,Phosphodiest,efflux_EmrB,3
6018,Mycofactocin_RRE,NB-ARC,3
6019,adh_short_C2,mycofact_OYE_1,3
6020,fvmX3,Mycofactocin_RRE,3
6021,DDE_3,Mycofactocin_RRE,3
6022,fvmX3,mycofact_rSAM,3
6023,fvmX3,VWA_CoxE,3
6024,fvmX3,mycofactocin,3
6025,fvmX3,actino_HemFlav,3
6026,DDE_3,mycofact_rSAM,3
6027,mycofact_creat,TPR_19,3
6028,Phosphodiest,MFS_1,3
6029,mycofact_creat,TPR_2,3
6030,fvmX3,NDMA_methanol,3
6031,mycofact_creat,PaaB1,3
6032,PaaB1,ECH_1,3
6033,mycofact_glyco,PaaB1,3
6034,mycofact_creat,4HBT_2,3
6035,MTES_1575,TetR_N,3
6036,catechol_dmpE,mycofact_rSAM,3
6037,mycofact_glyco,menE,3
6038,AAA_22,GerE,3
6039,mycofact_glyco,citE,3
6040,FAD_binding_4,mycofactocin,3
6041,HicB,Mycofactocin_RRE,3
6042,catechol_dmpE,actino_HemFlav,3
6043,catechol_dmpE,mycofactocin,3
6044,catechol_dmpE,mycofact_glyco,3
6045,HTH_20,HxlR,3
6046,NAD_binding_8,GMC_mycofac_2,3
6047,mycofact_MftB,GMC_mycofac_2,3
6048,mycofactocin,Clp_N,3
6049,CBS,mycofactocin,3
6050,mycofact_glyco,NB-ARC,3
6051,TsaE,Gpr1_Fun34_YaaH,3
6052,TsaE,Methyltransf_11,3
6053,AMP-binding,GMC_mycofac_2,3
6054,Peripla_BP_2,gas_vesic_GvpN,3
6055,Rv0697,4HBT_2,3
6056,mycofact_creat,NB-ARC,3
6057,actino_HemFlav,NB-ARC,3
6058,Docking,mycofactocin,3
6059,efflux_EmrB,SBP_bac_5,3
6060,Mycofactocin_RRE,pyruv_oxi_spxB,3
6061,HicB,mycofact_glyco,3
6062,Pyr_redox_2,DprA_WH,3
6063,efflux_EmrB,DprA_WH,3
6064,Aldedh,ABC2_membrane,3
6065,mycofact_MftB,DNA_alkylation,3
6066,mycofact_MftB,PA_CoA_Oxy5,3
6067,Reductase_C,DprA_WH,3
6068,COesterase,AsnC_trans_reg,3
6069,COesterase,Orn_aminotrans,3
6070,COesterase,TetR_C_11,3
6071,Abhydrolase_6,DNA_alkylation,3
6072,Rv0697,Fer4,3
6073,mycofact_creat,SCP2,3
6074,fvmX3,mycofact_creat,3
6075,TetR_N,DprA_WH,3
6076,HTH_11,Sigma70_r4,3
6077,HTH_11,Glyoxalase_6,3
6078,Abhydrolase_6,Rv0697,3
6079,DUF222,betaine_BetI,3
6080,HTH_11,Sig70_famx2,3
6081,HTH_11,DUF222,3
6082,Mycofactocin_RRE,caca2,3
6083,pyruv_oxi_spxB,LysR_substrate,3
6084,HisKA_3,CO_deh_flav_C,3
6085,Trans_reg_C,CO_deh_flav_C,3
6086,ATPase-IB_hvy,Mycofactocin_RRE,3
6087,ATPase-IB_hvy,mycofact_rSAM,3
6088,Methyltransf_25,SelP_N,3
6089,HicB,mycofactocin,3
6090,MFS_1,SBP_bac_5,3
6091,bchO_mg_che_rel,mycofact_rSAM,3
6092,FAD_binding_3,efflux_EmrB,3
6093,GerE,fvmX3,3
6094,fvmX3,SDR_subfam_2,3
6095,fvmX3,mycofact_glyco,3
6096,efflux_EmrB,DUF952,3
6097,aprB,DAO,3
6098,efflux_EmrB,TAT_signal,3
6099,Mycofactocin_RRE,Clp_N,3
6100,Polyketide_cyc2,mycofact_OYE_1,3
6101,VWA_CoxE,Usp,3
6102,bchO_mg_che_rel,Mycofactocin_RRE,3
6103,FAD_binding_3,SDR_subfam_2,3
6104,Docking,mycofact_rSAM,3
6105,Polyketide_cyc2,efflux_EmrB,3
6106,HTH_7,TetR_N,3
6107,ATPase-IB_hvy,actino_HemFlav,3
6108,ATPase-IB_hvy,mycofactocin,3
6109,DUF5826,rpsJ_bact,3
6110,L3_bact,Reductase_C,3
6111,L3_bact,SDR_subfam_1,3
6112,DDAH_eukar,DprA_WH,3
6113,propionate_PrpR,mycofactocin,3
6114,mycofact_glyco,HTH_32,3
6115,MTES_1575,Pyr_redox_2,3
6116,nico,actino_HemFlav,3
6117,4HBT,GerE,3
6118,D-ala-DACP-lig,SPW,3
6119,AMP-binding,menE,3
6120,mycofactocin,HEAT_2,3
6121,mycofact_glyco,Amino_oxidase,3
6122,Rv0697,HTH_AraC,3
6123,DUF1127,Mycofactocin_RRE,3
6124,pimC_large,Acyl-CoA_dh_1,3
6125,mycofact_rSAM,Cm_res_leader,3
6126,zf-C2H2_11,Fer4,3
6127,mycofact_OYE_2,marine_srt_targ,3
6128,nico,mycofactocin,3
6129,MLTR_LBD,FA_desaturase,3
6130,HTH_23,AAA_5,3
6131,FeS_nifS,mycofactocin,3
6132,Asp_Glu_race,DUF2614,3
6133,Rv0697,MmgE_PrpD_C,3
6134,Mycofactocin_RRE,MCPsignal,3
6135,Metal_hydrol,mycofact_TetR,3
6136,Rxyl_3153,PpsR-CrtJ,3
6137,Aldo_ket_red,PA_CoA_Oxy5,3
6138,Fe-ADH,Acetyltransf_1,3
6139,Abhydrolase_1,protocat_pcaD,3
6140,Acyl-CoA_dh_1,HTH_23,3
6141,EF-Tu,RelB,3
6142,ETF,TetR_N,3
6143,Gpr1_Fun34_YaaH,AAA_18,3
6144,Rv0697,DUF2201,3
6145,Reductase_C,HTH_31,3
6146,Pyr_redox_2,Response_reg,3
6147,protocat_pcaD,Flavin_Reduct,3
6148,Mycofactocin_RRE,NAD_binding_2,3
6149,DUF2614,PD40,3
6150,CobT_C,mycofact_glyco,3
6151,AAA_5,HTH_10,3
6152,DUF1059,mycofact_TetR,3
6153,ETF_alpha,DivIC,3
6154,AA-adenyl-dom,HTH_3,3
6155,SnoaL_2,MLTR_LBD,3
6156,CoA_transf_3,AbiEi_4,3
6157,ligase_PEP_1,SPW,3
6158,MCPsignal,HAMP,3
6159,HTH_28,Rv0697,3
6160,protocat_pcaD,Rv0697,3
6161,Mycofactocin_RRE,omega_3_PfaA,3
6162,Metallophos,mycofact_glyco,3
6163,Polyketide_cyc2,PqqA,3
6164,Condensation,HTH_3,3
6165,CO_dehy_Mo_lg,TAT_signal,3
6166,mycofact_TetR,ATP-grasp_4,3
6167,AbiEi_4,actino_HemFlav,3
6168,mycofact_rSAM,HEAT_2,3
6169,alpha_am_amid,HTH_3,3
6170,NDMA_methanol,SBP_bac_5,3
6171,TetR_C_24,glut_race,3
6172,Fer4,AAA,3
6173,AMP-binding_C,Acyl-CoA_dh_N,3
6174,Fer4,DivIC,3
6175,Rv0697,HTH_20,3
6176,PhnT2,mycofact_rSAM,3
6177,malonate_mdcH,omega_3_PfaA,3
6178,mycofactocin,SoxH_rel_PQQ_2,3
6179,PP-binding,mycofact_creat,3
6180,HisKA,mycofactocin,3
6181,AbiEi_1,AAA_5,3
6182,ETF_alpha,SoxH_rel_PQQ_2,3
6183,mycofactocin,Cm_res_leader,3
6184,AFOR_N,phoR_proteo,3
6185,PA_CoA_Oxy5,phnR_burk,3
6186,AMP-binding,TPR_19,3
6187,AAA_5,DUF2604,3
6188,GMC_oxred_C,mycofact_rSAM,3
6189,DUF2201,VWA_2,3
6190,mycofact_creat,Amino_oxidase,3
6191,DUF35_N,mycofact_creat,3
6192,PpsR-CrtJ,ntrC,3
6193,DUF2614,actino_HemFlav,3
6194,mycofact_OYE_2,SoxH_rel_PQQ_2,3
6195,mycofact_TetR,MOSC,3
6196,AAA_5,ntrC,3
6197,HTH_8,Aldedh,3
6198,actino_HemFlav,HAD-SF-IB-hyp1,3
6199,SDR_subfam_2,GAF_2,3
6200,DHB_AMP_lig,PP-binding,3
6201,AMP-binding,COesterase,3
6202,DHB_AMP_lig,Condensation,3
6203,PhnT2,Mycofactocin_RRE,3
6204,GMC_oxred_C,Mycofactocin_RRE,3
6205,Acetyltransf_1,TAT_signal,3
6206,Response_reg,Asp_Glu_race,3
6207,pimC_large,actino_HemFlav,3
6208,MCM,CobT_C,3
6209,mycofact_rSAM,omega_3_PfaA,3
6210,mycofact_OYE_2,Uma2,3
6211,HTH_23,ETF,3
6212,PP-binding,Flavin_Reduct,3
6213,mycofactocin,KR,3
6214,PA_CoA_Oxy5,HATPase_c_2,3
6215,AFOR_C,phoR_proteo,3
6216,HisKA_3,udk,3
6217,Asp_Glu_race,PD40,3
6218,ligase_PEP_1,TetR_C_1,3
6219,PAS_4,LysR_substrate,3
6220,selen_ocin,mycofact_glyco,3
6221,GMC_oxred_C,mycofact_creat,3
6222,Transp_cyt_pur,HTH_31,3
6223,DUF1127,mycofact_TetR,3
6224,PpsR-CrtJ,Aldedh,3
6225,HTH_23,Fer4,3
6226,TetR_C_1,EAL,3
6227,actino_HemFlav,menE,3
6228,Acyl-CoA_dh_1,Acyl-CoA_dh_2,3
6229,VWA_CoxE,AAA_3,3
6230,DUF2614,WD40,3
6231,FeS_nifS,mycofact_glyco,3
6232,drrB,EAL,3
6233,VWA_CoxE,DUF2604,3
6234,mycofact_OYE_1,ATP-grasp_4,3
6235,SnoaL_2,MmgE_PrpD_C,3
6236,Response_reg,Methyltransf_23,3
6237,Metallophos,mycofactocin,3
6238,HTH_23,VWA_CoxE,3
6239,adk,HisKA,3
6240,adh_short,gas_vesic_GvpN,3
6241,sulfur_SfnB,Flavin_Reduct,3
6242,DAO,TetR_N,3
6243,AAA_16,Fe-ADH,3
6244,mycofact_rSAM,RHH_1,3
6245,NDMA_methanol,DUF2604,3
6246,adh_short_C2,menE,3
6247,mycofact_OYE_1,SnoaL_2,3
6248,mycofact_TetR,MCPsignal,3
6249,DUF2614,HTH_31,3
6250,TPR_19,Thioesterase,3
6251,Mycofactocin_RRE,RHH_1,3
6252,GerE,HTH_18,3
6253,mycofact_TetR,HTH_AraC,3
6254,Rxyl_3153,P_acnes_RR,3
6255,Rv0697,Flavin_Reduct,3
6256,PhnT2,mycofactocin,3
6257,RutR,Orn_aminotrans,3
6258,actino_HemFlav,4HBT,3
6259,Sigma54_activ_2,mycofact_rSAM,3
6260,SDR_subfam_2,HTH_18,3
6261,HisKA,mycofact_glyco,3
6262,AAA_16,NDMA_methanol,3
6263,SEC-C,GGDEF,3
6264,26Sp45,Trans_reg_C,3
6265,Acyl-CoA_dh_M,SDR_subfam_1,3
6266,SDR_subfam_2,Trans_reg_C,3
6267,mycofact_OYE_1,SoxH_rel_PQQ_2,3
6268,Peripla_BP_3,efflux_EmrB,3
6269,Acyl-CoA_dh_2,Flavin_Reduct,3
6270,ntrC,Aldedh,3
6271,DUF1127,mycofact_rSAM,3
6272,Pyr_redox_2,Thioesterase,3
6273,DUF1059,SDR_subfam_2,3
6274,AAA_16,TOMM_kin_cyc,3
6275,actino_HemFlav,DUF664,3
6276,RutR,efflux_EmrB,3
6277,HTH_38,adh_short,3
6278,Polyketide_cyc2,Isochorismatase,3
6279,DUF952,TetR_N,3
6280,Alpha-amylase,mycofact_TetR,3
6281,GerE,Amino_oxidase,3
6282,Fer4,Usp,3
6283,mycofact_glyco,ABM,3
6284,mycofact_glyco,NAD_binding_2,3
6285,mycofact_TetR,P_acnes_RR,3
6286,mycofact_creat,4HBT,3
6287,TetR_N,Acyl-CoA_dh_N,3
6288,EAL,DUF1707,3
6289,PQQ_ABC_repeats,Methyltransf_11,3
6290,pimC_large,mycofact_creat,3
6291,actino_HemFlav,NAD_binding_2,3
6292,omega_3_PfaA,PT_fungal_PKS,3
6293,AMP-binding,Acyl-CoA_dh_N,3
6294,omega_3_PfaA,KR,3
6295,RutR,Glyoxalase_6,3
6296,mycofactocin,omega_3_PfaA,3
6297,VWA_CoxE,HTH_18,3
6298,PP-binding,malonate_mdcH,3
6299,HTH_31,VWA_CoxE,3
6300,Transp_cyt_pur,WD40,3
6301,CYP450_TxtE,RutR,3
6302,Reductase_C,TPR_MalT,3
6303,quinone_pig3,Rv0697,3
6304,DUF1127,mycofact_creat,3
6305,trehalose_treC,actino_HemFlav,3
6306,Thioesterase,HTH_3,3
6307,mycofact_creat,menH_SHCHC,3
6308,RutR,Sig70_famx2,3
6309,D-ala-DACP-lig,Pyr_redox_2,3
6310,ETF_alpha,Response_reg,3
6311,SDR_subfam_2,AsnC_trans_reg,3
6312,HTH_10,Fe-ADH,3
6313,ETF_alpha,ntrC,3
6314,DUF1059,Peripla_BP_3,3
6315,DUF2614,mycofact_rSAM,3
6316,mycofactocin,MCPsignal,3
6317,AAA_18,PpsR-CrtJ,3
6318,RutR,DDAH_eukar,3
6319,GGDEF,FAD_binding_3,3
6320,Usp,P_acnes_RR,3
6321,mycofactocin,menH_SHCHC,3
6322,PhnT2,actino_HemFlav,3
6323,DAO,Uma2,3
6324,RutR,mycofact_OYE_2,3
6325,Cob-chelat-sub,SDR_subfam_2,3
6326,DUF1059,mycofact_creat,3
6327,Mycofactocin_RRE,Uma2,3
6328,HTH_23,GG-red-SF,3
6329,mycofact_glyco,4HBT,3
6330,p450,Mycofactocin_RRE,3
6331,AAA_5,PpsR-CrtJ,3
6332,VWA_CoxE,SBP_bac_5,3
6333,Transp_cyt_pur,PD40,3
6334,Abhydrolase_1,adh_short,3
6335,26Sp45,GAF_2,3
6336,AbiEi_1,NDMA_methanol,3
6337,LysR_substrate,adh_short,3
6338,mycofact_OYE_2,DivIC,3
6339,mycofactocin,P_acnes_RR,3
6340,TrkA_N,mycofact_rSAM,3
6341,TetR_C_24,TetR_C_1,3
6342,TIGR00147,FA_desaturase,3
6343,AFOR_C,Fe-ADH,3
6344,mycofact_OYE_2,MCM,3
6345,PEP_resp_reg,actino_HemFlav,3
6346,mycofact_rSAM,Uma2,3
6347,MLTR_LBD,TIGR00147,3
6348,PGDH,Sig70_famx2,3
6349,mycofact_OYE_1,/NonD,3
6350,mycofact_glyco,menH_SHCHC,3
6351,mycofact_rSAM,SoxH_rel_PQQ_2,3
6352,Fe-ADH,Flavodoxin_2,3
6353,actino_HemFlav,HEAT_2,3
6354,SDR_subfam_1,DprA_WH,3
6355,VWA_3,TetR_N,3
6356,mycofact_glyco,DivIC,3
6357,AAA_16,adh_short,3
6358,PP-binding,HTH_3,3
6359,Mycofactocin_RRE,P_acnes_RR,3
6360,SDR_subfam_1,MTES_1575,3
6361,Sigma70_r4_2,mycofact_OYE_2,3
6362,RutR,mycofact_OYE_1,3
6363,mycofact_TetR,sulfur_SfnB,3
6364,AAA_16,PQQ_ABC_repeats,3
6365,Rv0697,HTH_29,3
6366,AAA_5,SBP_bac_5,3
6367,p450,mycofact_rSAM,3
6368,AbiEi_4,mycofact_TetR,3
6369,AAA_5,Alpha-amylase,3
6370,DAO,SoxH_rel_PQQ_2,3
6371,Rv0697,sulfur_SfnB,3
6372,SDR_subfam_2,tdh,3
6373,PhnT2,mycofact_creat,3
6374,SnoaL_2,TIGR00147,3
